consulta,necesita_grafico,tipo_grafico
Dame presenta en gráfico la evolución de precios,True,lineal
clientes por grupo de edad y muestra gráfico,1,circular
busca los compras por proveedor y crea una gráfica,True,barras
Sería posible dibujar gráfico la correlación precio-ventas,True,dispersion
dibuja un gráfico con los stock por categoría,True,barras
Dame extrae los ventas por hora del día y haz un plot,1,barras
ventas mensuales del último año incluyendo gráfica,1,lineal
grafica los productos más vendidos,1,barras
CLIENTES REGISTRADOS POR MES,True,barras
Me gustaría genera una gráfica de los clientes registrados por mes,True,barras
Solicito tipos de comprobante incluyendo gráfica,True,barras
Obtener crecimiento de clientes registrados,True,lineal
Resumen financiero,False,ninguno
Mostrar genera una gráfica de los compras por proveedor,True,barras
lista los productos por categoría y muestra un gráfico,1,barras
productos sin stock en gráfico lineal?,True,lineal
Indicadores clave,0,ninguno
muestra en un chart los precios promedio por marca,1,barras
Requiero busca los productos con mayor margen y crea una gráfica,True,barras
Quiero dame los clientes registrados por mes y graficalos,1,barras
Requiero hacer gráfica la evolución de precios,True,lineal
Requiero haz gráfica las ventas por hora,True,barras
Mostrar tipos de comprobante y haz un gráfico de pastel,True,circular
clientes registrados por mes y graficalo en barras,1,barras
Sería posible presentar en gráfico la distribución de clientes,True,histograma
Genera una gráfica de los productos con mayor margen,True,barras
productos con mayor margen visualizado en línea?,True,lineal
Dame presenta en gráfico el stock por categoría,True,barras
Consulta: busca los compras por proveedor y crea una gráfica,True,barras
Mostrar buscar comprobante por número 001-000456,False,ninguno
plotea la frecuencia de compras,1,dispersion
Dame haz gráfica las ventas mensuales,True,lineal
Podrías métodos de pago más utilizados en gráfico lineal,True,lineal
Consulta: grafica los compras por proveedor,1,barras
Mostrar muestra en un chart los movimientos de inventario,1,barras
Quiero visualiza en un gráfico los precios promedio por marca,True,barras
Extrae los ventas mensuales del último año y haz un plot,1,lineal
Dame grafica la participación de mercado,1,circular
Solicito consulta los top 10 productos más vendidos y genera un chart,1,barras
Presentar en gráfico la frecuencia de compras,True,histograma
ventas por temporada y haz un gráfico de pastel por favor,True,circular
Consulta: tipos de comprobante y muestra gráfico,True,barras
Me gustaría tipos de comprobante con gráfico,True,barras
Historial de movimientos de hoy,True,barras
clientes registrados por mes y gráfico,1,barras
Mostrar consulta los productos sin stock y genera un chart,1,barras
Sería posible haz gráfica la distribución de clientes,True,histograma
Necesito ventas mensuales del último año y muestra un gráfico de barras,True,barras
Mostrar visualiza el stock por categoría,True,barras
Obtener clientes por grupo de edad visualizado en línea,True,lineal
Mostrar ventas mensuales del último año y graficalo en barras,1,barras
Dame distribución de días entre compras,True,histograma
haz un gráfico de los métodos de pago más utilizados,1,barras
dibuja un gráfico con los métodos de pago más utilizados?,True,barras
compras por proveedor visualizado en línea,1,lineal
muestra en un chart los clientes registrados por mes,1,lineal
Mostrar gráfico la participación de mercado,True,circular
mostrar gráfico las ventas por hora?,True,barras
Consulta: Estadísticas de productos,True,barras
Obtener busca los precios promedio por marca y crea una gráfica,True,barras
muestrame los precios promedio por marca y presenta un gráfico,True,barras
Me gustaría busca los estados de venta y crea una gráfica,True,barras
Quiero dibujar gráfico la frecuencia de compras,True,histograma
HISTOGRAMA DE CANTIDADES VENDIDAS,True,histograma
haz gráfica el stock por categoría,1,circular
Consulta los stock por categoría y genera un chart,1,barras
busca los movimientos de inventario y crea una gráfica por favor,True,barras
Quiero obten los primeros 5 clientes ordenados alfabéticamente y visualizalos en un gráfico,True,barras
Solicito hacer gráfica los métodos de pago,True,barras
presenta en gráfico los precios promedio por marca,True,barras
plotear la distribución de clientes,1,dispersion
top 10 productos más vendidos y muestra un gráfico de barras?,True,barras
CREA PLOT LA PARTICIPACIÓN DE MERCADO,1,circular
visualiza la evolución de precios,True,lineal
Solicito compras por proveedor y muestra un gráfico de barras,True,barras
Dame los productos sin stock y graficalos,1,barras
Dame haz un gráfico de los productos por categoría,True,barras
crea un plot de los ventas por hora del día?,1,barras
métodos de pago más utilizados en gráfico lineal,1,lineal
Requiero proporción de tipos de comprobante,True,circular
mostrar gráfico las ventas mensuales,True,lineal
Distribución de edades de clientes,True,histograma
grafica la participación de mercado?,1,circular
Consulta: dibuja un gráfico con los compras por proveedor,True,barras
grafica los ventas por vendedor?,1,barras
Solicito ventas por vendedor y haz un gráfico de pastel,True,circular
Consulta: graficar la participación de mercado,1,circular
Ventas pendientes de pago,0,ninguno
tipos de comprobante incluyendo gráfica,True,barras
Mostrar muestrame los estados de venta y presenta un gráfico,True,barras
dibuja un gráfico con los primeros 5 clientes ordenados alfabéticamente,1,barras
Presenta en gráfico la evolución de precios,True,lineal
visualiza los métodos de pago?,True,barras
clientes por grupo de edad en gráfico lineal?,True,lineal
Quiero productos sin stock con gráfico circular,True,circular
muestra en un chart los ventas mensuales del último año por favor,1,lineal
genera una gráfica de los precios promedio por marca?,True,barras
ventas por vendedor incluyendo gráfica,1,lineal
Solicito busca los movimientos de inventario y crea una gráfica,True,barras
extrae los estados de venta y haz un plot?,1,barras
relación entre precio y cantidad vendida,True,dispersion
stock por categoría en gráfico lineal,True,lineal
ventas por vendedor y muestra gráfico,1,circular
graficar el stock por categoría,1,barras
Requiero ventas por vendedor y muestra un gráfico de barras,True,barras
haz gráfica las ventas mensuales,1,circular
crea un plot de los clientes registrados por mes,1,dispersion
productos por categoría agregando chart,1,barras
ventas por vendedor y muestra histograma por favor,True,histograma
Muestrame los descuentos aplicados y presenta un gráfico,True,barras
mostrar gráfico los productos más vendidos por favor,True,barras
Sería posible muestrame los ventas por vendedor y presenta un gráfico,True,barras
Me gustaría busca los clientes registrados por mes y crea una gráfica,True,barras
Consulta los tipos de comprobante y genera un chart,1,barras
Obtener ventas por vendedor y muestra un gráfico de barras,True,barras
CONSULTA LOS TIPOS DE COMPROBANTE Y GENERA UN CHART,1,barras
reporte ejecutivo,True,barras
haz un gráfico de los transacciones por estado por favor,True,barras
Solicito grafica las ventas mensuales,1,lineal
MOSTRAR PRODUCTOS CON PRECIO MAYOR A 100 SOLES,False,ninguno
Solicito extrae los tipos de comprobante y haz un plot,1,barras
Requiero grafica los tipos de comprobante,1,barras
mostrame los primeros 5 clientes ordenados alfabéticamente y grafica los resultados,1,barras
Dame compras realizadas al proveedor id 5,True,barras
Me gustaría dibuja un gráfico con los métodos de pago más utilizados,True,barras
Porcentaje de productos con descuento?,True,circular
Sería posible productos sin stock incluyendo gráfica,True,barras
Requiero tipos de comprobante y gráfico,True,barras
Presentar en gráfico la distribución de clientes,True,histograma
Me gustaría estados de venta y muestra gráfico,True,barras
obten los ventas por vendedor y visualizalos en un gráfico,True,barras
Obtener stock por categoría y muestra gráfico,True,barras
Podrías composición del inventario por categoría,False,ninguno
MOSTRAR GRÁFICO LA EVOLUCIÓN DE PRECIOS,True,lineal
Mostrar muestra en un chart los productos sin stock,1,barras
Consulta: crea un plot de los ventas por temporada,1,barras
Mostrar dibuja un gráfico con los clientes registrados por mes,True,barras
visualizar la participación de mercado,1,lineal
Necesito haz un gráfico de los ventas mensuales del último año,True,lineal
Mostrar visualiza la evolución de precios,True,lineal
CREAR PLOT LOS PRODUCTOS MÁS VENDIDOS,1,barras
Requiero presenta en gráfico los clientes por grupo de edad,True,barras
Quiero tipos de comprobante con gráfico,True,barras
Requiero muestra en un chart los productos por categoría,1,barras
Necesito presentar en gráfico la correlación precio-ventas,True,dispersion
Mostrar métodos de pago más utilizados y muestra gráfico,True,barras
Graficar la distribución de clientes,1,histograma
Obtener grafica las ventas mensuales,1,lineal
Quiero obten los tipos de comprobante y visualizalos en un gráfico,True,barras
crea plot la correlación precio-ventas?,1,dispersion
Necesito crear plot la evolución de precios,1,lineal
Dame presenta en gráfico los productos más vendidos,True,barras
Mostrar mostrame los primeros 5 clientes ordenados alfabéticamente y grafica los resultados,1,barras
PRODUCTOS SIN STOCK Y HAZ UN GRÁFICO DE PASTEL,True,circular
Obtener ventas mensuales del último año y graficalo en barras,1,barras
Podrías top 10 productos más vendidos con gráfico circular,True,circular
Mostrar frecuencia de montos de venta,False,ninguno
Solicito lista de todos los proveedores,False,ninguno
Dame transacciones por estado y haz un gráfico de pastel,True,circular
TOTAL VENDIDO ESTE MES,False,ninguno
Sería posible presenta en gráfico los precios promedio por marca,True,barras
Podrías dame los ventas por hora del día y graficalos,1,barras
Sería posible muestrame los ventas por hora del día y presenta un gráfico,True,barras
Mostrar ventas por método de pago,False,ninguno
Estadísticas de productos,1,barras
lista los productos por categoría y muestra un gráfico,True,barras
Solicito clientes por grupo de edad y muestra gráfico,True,barras
Haz un gráfico de los productos por categoría,True,barras
clientes por grupo de edad en gráfico lineal?,True,lineal
haz un gráfico de los productos por categoría,1,barras
Podrías plotea la evolución de precios,1,lineal
Me gustaría mostrame los tipos de comprobante y grafica los resultados,1,barras
Quiero grafica la frecuencia de compras,1,histograma
Necesito crear plot la evolución de precios,1,lineal
Top 10 productos más vendidos y muestra un gráfico de barras,True,barras
Dame productos sin stock actual,False,ninguno
métodos de pago más utilizados agregando chart,1,barras
hacer gráfica la distribución de clientes,1,circular
visualizar la evolución de precios?,1,lineal
hacer gráfica la participación de mercado,1,circular
Quiero movimientos de inventario incluyendo gráfica,True,barras
Buscar cliente por nombre juan pérez,False,ninguno
Dame crear plot la participación de mercado,1,circular
Obtener haz gráfica la evolución de precios,True,lineal
Podrías plotea la distribución de clientes,1,histograma
Stock por categoría con gráfico circular,True,circular
productos sin stock actual,False,ninguno
Solicito productos por categoría visualizado en línea,True,lineal
Sería posible grafica los productos por categoría,1,barras
Transacciones pendientes de confirmación,0,ninguno
Podrías clientes registrados por mes y graficalo en barras,1,barras
Consulta: ventas por temporada agregando chart,1,barras
descuentos aplicados agregando chart,1,barras
Comportamiento de ventas por temporada,True,barras
Podrías presenta en gráfico la evolución de precios,True,lineal
Me gustaría dame los stock por categoría y graficalos,1,barras
Consulta: genera una gráfica de los productos por categoría,True,barras
crear plot la correlación precio-ventas,1,lineal
Necesito crea un plot de los top 10 productos más vendidos,1,barras
presentar en gráfico la correlación precio-ventas,1,barras
busca los métodos de pago más utilizados y crea una gráfica,True,barras
hacer gráfica los productos más vendidos,1,circular
presentar en gráfico los métodos de pago,True,barras
Podrías extrae los estados de venta y haz un plot,1,barras
crea plot la participación de mercado por favor,1,circular
Mostrar genera chart las ventas por hora,1,barras
Sería posible consulta los top 10 productos más vendidos y genera un chart,1,barras
Stock por categoría visualizado en línea,True,lineal
dame los productos con mayor margen y graficalos,1,barras
Mostrar haz gráfica las ventas mensuales,True,lineal
Muestrame los estados de venta y presenta un gráfico,True,barras
Ventas canceladas en la última semana,0,ninguno
crear plot la frecuencia de compras,1,lineal
Solicito lista los ventas por hora del día y muestra un gráfico,True,barras
precios promedio por marca agregando chart?,1,barras
Requiero consulta los movimientos de inventario y genera un chart,1,barras
Quiero productos por categoría con gráfico circular,True,circular
Solicito porcentaje de métodos de pago utilizados,False,ninguno
Consulta: visualiza los métodos de pago,True,barras
mostrar gráfico la participación de mercado,1,circular
Mostrar crea un plot de los estados de venta,1,barras
Requiero plotea la distribución de clientes,1,histograma
stock por categoría y gráfico?,True,barras
plotear las ventas por hora,1,dispersion
Requiero clientes por grupo de edad en gráfico lineal,True,lineal
Consulta: muestra en un chart los productos con mayor margen,1,barras
Dame dibuja gráfico los productos más vendidos,True,barras
Solicito visualizar la frecuencia de compras,1,histograma
ventas por temporada agregando chart,1,barras
transacciones por estado y gráfico,1,barras
Podrías muestra los datos del cliente con dni 12345678,False,ninguno
Mostrar dibuja un gráfico con los productos con mayor margen,True,barras
Consulta: hacer gráfica la distribución de clientes,True,histograma
Sería posible obten los tipos de comprobante y visualizalos en un gráfico,True,barras
Podrías plotea la participación de mercado,1,circular
Podrías eliminar cliente con dni 87654321,False,ninguno
Me gustaría graficar el stock por categoría,1,barras
Mostrar busca los top 10 productos más vendidos y crea una gráfica,True,barras
busca los estados de venta y crea una gráfica,1,lineal
compras por proveedor y graficalo en barras?,1,barras
Dame crear plot las ventas mensuales,1,lineal
Requiero estados de venta y muestra histograma,True,histograma
Podrías eliminar cliente con dni 87654321,False,ninguno
movimientos de inventario visualizado en línea,True,lineal
Obtener crear plot la frecuencia de compras,1,histograma
transacciones por estado y haz un gráfico de pastel,1,circular
Consulta: hacer gráfica la frecuencia de compras,True,histograma
dibuja un gráfico con los transacciones por estado?,True,barras
Dame consulta los stock por categoría y genera un chart,1,barras
top 10 productos más vendidos y muestra un gráfico de barras por favor,True,barras
Podrías ventas por hora del día incluyendo gráfica,True,barras
Requiero análisis de mercado,False,ninguno
Quiero haz gráfica la evolución de precios,True,lineal
HAZ UN GRÁFICO DE LOS PRODUCTOS CON MAYOR MARGEN,True,barras
Solicito presenta en gráfico las ventas mensuales,True,lineal
presenta en gráfico los tipos de comprobante,True,barras
Requiero productos por categoría con gráfico circular,True,circular
MOSTRAME LOS COMPRAS POR PROVEEDOR Y GRAFICA LOS RESULTADOS,1,barras
ventas por hora del día incluyendo gráfica,1,lineal
Quiero dibuja un gráfico con los métodos de pago más utilizados,True,barras
Mostrar presenta en gráfico los productos más vendidos,True,barras
Me gustaría crea plot las ventas por hora,1,barras
Podrías porcentaje de productos con descuento,True,circular
Buscar cliente por nombre Juan Pérez,0,ninguno
Dame productos sin stock y muestra gráfico,True,barras
Dame grafica los stock por categoría,1,barras
obten los tipos de comprobante y visualizalos en un gráfico,1,circular
plotear la frecuencia de compras,1,dispersion
muestrame los compras por proveedor y presenta un gráfico?,True,barras
Necesito muestra en un chart los ventas por vendedor,1,barras
Consulta: haz gráfica los productos más vendidos,True,barras
MUESTRA EN UN CHART LOS TRANSACCIONES POR ESTADO,1,barras
Descuentos aplicados y muestra un gráfico de barras,True,barras
haz gráfica la participación de mercado,True,circular
Mostrar ventas por temporada con gráfico,True,barras
Me gustaría transacciones por estado y muestra un gráfico de barras,True,barras
Requiero obten los clientes por grupo de edad y visualizalos en un gráfico,True,barras
genera una gráfica de los ventas por temporada,1,histograma
Dame clientes que tienen email gmail.com,False,ninguno
CREAR PLOT LOS MÉTODOS DE PAGO,1,barras
mostrar gráfico las ventas mensuales,1,circular
Consulta: genera una gráfica de los ventas por temporada,True,barras
plotea la evolución de precios,1,dispersion
Quiero stock por categoría de productos,True,barras
Sería posible correlación entre descuento y volumen de ventas,True,dispersion
Reporte de inventario?,True,barras
OBTEN LOS ESTADOS DE VENTA Y VISUALIZALOS EN UN GRÁFICO,True,barras
VENTAS POR VENDEDOR INCLUYENDO GRÁFICA,True,barras
grafica la evolución de precios,1,lineal
